0.000000	0.000000	15.000000
0.000000	0.100000	19.000000
0.000000	0.200000	15.000000
0.000000	0.300000	17.000000
0.000000	0.400000	18.000000
0.000000	0.500000	16.000000
0.000000	0.600000	15.000000
0.000000	0.700000	17.000000
0.000000	0.800000	16.000000
0.000000	0.900000	20.000000
0.000000	1.000000	25.000000
0.100000	0.000000	66.000000
0.100000	0.100000	80.000000
0.100000	0.200000	83.000000
0.100000	0.300000	86.000000
0.100000	0.400000	63.000000
0.100000	0.500000	65.000000
0.100000	0.600000	59.000000
0.100000	0.700000	48.000000
0.100000	0.800000	43.000000
0.100000	0.900000	33.000000
0.100000	1.000000	30.000000
0.200000	0.000000	88.000000
0.200000	0.100000	82.000000
0.200000	0.200000	86.000000
0.200000	0.300000	78.000000
0.200000	0.400000	81.000000
0.200000	0.500000	74.000000
0.200000	0.600000	67.000000
0.200000	0.700000	48.000000
0.200000	0.800000	67.000000
0.200000	0.900000	59.000000
0.200000	1.000000	41.000000
0.300000	0.000000	88.000000
0.300000	0.100000	87.000000
0.300000	0.200000	78.000000
0.300000	0.300000	84.000000
0.300000	0.400000	78.000000
0.300000	0.500000	81.000000
0.300000	0.600000	69.000000
0.300000	0.700000	71.000000
0.300000	0.800000	71.000000
0.300000	0.900000	44.000000
0.300000	1.000000	20.000000
0.400000	0.000000	84.000000
0.400000	0.100000	86.000000
0.400000	0.200000	80.000000
0.400000	0.300000	79.000000
0.400000	0.400000	78.000000
0.400000	0.500000	80.000000
0.400000	0.600000	74.000000
0.400000	0.700000	73.000000
0.400000	0.800000	70.000000
0.400000	0.900000	68.000000
0.400000	1.000000	29.000000
0.500000	0.000000	86.000000
0.500000	0.100000	91.000000
0.500000	0.200000	87.000000
0.500000	0.300000	84.000000
0.500000	0.400000	83.000000
0.500000	0.500000	74.000000
0.500000	0.600000	76.000000
0.500000	0.700000	64.000000
0.500000	0.800000	64.000000
0.500000	0.900000	66.000000
0.500000	1.000000	19.000000
0.600000	0.000000	86.000000
0.600000	0.100000	85.000000
0.600000	0.200000	88.000000
0.600000	0.300000	87.000000
0.600000	0.400000	84.000000
0.600000	0.500000	76.000000
0.600000	0.600000	64.000000
0.600000	0.700000	62.000000
0.600000	0.800000	53.000000
0.600000	0.900000	52.000000
0.600000	1.000000	22.000000
0.700000	0.000000	93.000000
0.700000	0.100000	83.000000
0.700000	0.200000	88.000000
0.700000	0.300000	85.000000
0.700000	0.400000	88.000000
0.700000	0.500000	77.000000
0.700000	0.600000	80.000000
0.700000	0.700000	69.000000
0.700000	0.800000	69.000000
0.700000	0.900000	59.000000
0.700000	1.000000	10.000000
0.800000	0.000000	81.000000
0.800000	0.100000	80.000000
0.800000	0.200000	81.000000
0.800000	0.300000	87.000000
0.800000	0.400000	87.000000
0.800000	0.500000	80.000000
0.800000	0.600000	76.000000
0.800000	0.700000	63.000000
0.800000	0.800000	63.000000
0.800000	0.900000	44.000000
0.800000	1.000000	12.000000
0.900000	0.000000	77.000000
0.900000	0.100000	87.000000
0.900000	0.200000	91.000000
0.900000	0.300000	90.000000
0.900000	0.400000	88.000000
0.900000	0.500000	77.000000
0.900000	0.600000	70.000000
0.900000	0.700000	65.000000
0.900000	0.800000	53.000000
0.900000	0.900000	45.000000
0.900000	1.000000	14.000000
1.000000	0.000000	88.000000
1.000000	0.100000	88.000000
1.000000	0.200000	82.000000
1.000000	0.300000	83.000000
1.000000	0.400000	84.000000
1.000000	0.500000	76.000000
1.000000	0.600000	72.000000
1.000000	0.700000	65.000000
1.000000	0.800000	57.000000
1.000000	0.900000	45.000000
1.000000	1.000000	16.000000
